identifier,Crack,Contact,Corrosion,Interconnect
20220128_182344_SHELL_M55_6320427763,1.3928315,0.0,0.0,0.0
20220128_190544_SHELL_M55_6320427793,14.6309365,0.0,0.0,0.0
20220128_190618_SHELL_M55_6320427793,12.6490399,0.0,0.0,0.0
20220128_190652_SHELL_M55_6320427793,6.6967767,0.0,0.0,0.0
20220128_190720_SHELL_M55_6320427793,5.7007871,0.0,0.0,0.0
20220128_190748_SHELL_M55_6320427793,1.6948479,0.0,0.0,0.0
20220128_190955_SHELL_M55_6320427428,7.7900245,0.0,0.0,0.0
20220128_191028_SHELL_M55_6320427428,20.455034,0.0,0.0,0.0
20220128_191102_SHELL_M55_6320427428,3.8581885,0.0,0.0,0.0
20220128_191130_SHELL_M55_6320427428,2.1994644,0.0,0.0,0.0
20220128_191159_SHELL_M55_6320427428,0.7956391,0.0,0.0,0.0
20220129_070102_SHELL_M55_6320427388,18.0787919,0.0,0.0,0.0
20220129_070136_SHELL_M55_6320427388,19.903198,0.0,0.0,0.0
20220129_070209_SHELL_M55_6320427388,2.1033323,5.03e-05,0.0076141,0.0
20220129_070237_SHELL_M55_6320427388,2.6968729000000002,0.0,0.0,0.0
20220129_070305_SHELL_M55_6320427388,0.7086144,0.0,0.0,0.0
20220129_070606_SHELL_M55_6330430950,18.0924882,0.0,0.0,0.0
20220129_070640_SHELL_M55_6330430950,16.7967177,0.0,0.0,0.0
20220129_070713_SHELL_M55_6330430950,7.5278931,0.0,0.0,0.0
20220129_070742_SHELL_M55_6330430950,4.3358375,0.0,0.0,0.0
20220129_070810_SHELL_M55_6330430950,1.7447206,0.0,0.0,0.0
20220129_071259_SHELL_M55_6330431269,9.4898298,0.0,0.0,0.0
20220129_071333_SHELL_M55_6330431269,1.1365863,0.0,0.0,0.0
20220129_071407_SHELL_M55_6330431269,4.6548725,0.0,0.0,0.0
20220129_071434_SHELL_M55_6330431269,3.5511528,0.0,0.0,0.0
20220129_071503_SHELL_M55_6330431269,0.9277723999999999,0.0011112,0.0,0.0
20220129_071806_SHELL_M55_6320427316,16.7145828,0.0,0.0,0.0
20220129_071839_SHELL_M55_6320427316,20.5067507,0.0,0.0,0.0
20220129_071913_SHELL_M55_6320427316,4.7310155,0.0,0.0,0.0
20220129_071941_SHELL_M55_6320427316,4.1793905,0.0,0.0,0.0
20220129_072009_SHELL_M55_6320427316,1.9526648,0.0,0.0,0.0
20220129_072348_SHELL_M55_6320427664,11.2723033,0.0,0.0,0.0
20220129_072422_SHELL_M55_6320427664,18.6862939,0.0,0.0,0.0
20220129_072456_SHELL_M55_6320427664,4.7854588,0.0,0.0,0.0
20220129_072524_SHELL_M55_6320427664,2.4684182,0.0,0.0,0.0
20220129_072656_SHELL_M55_6320427664,1.763189,0.0,0.0,0.0
20220129_073856_SHELL_M55_6330431064,14.4050718,0.0,0.0,0.0
20220129_073930_SHELL_M55_6330431064,18.1722192,0.0,0.0,0.0
20220129_074003_SHELL_M55_6330431064,3.5863324,0.0006061,0.0044448,0.0
20220129_074032_SHELL_M55_6330431064,3.9857563,0.0,0.0,0.0
20220129_074100_SHELL_M55_6330431064,0.9430712,0.0,0.0,0.0
20220129_075605_SHELL_M55_6320427318,13.9493668,0.0,0.0,0.0
20220129_075639_SHELL_M55_6320427318,5.5113573,0.0,0.0,0.0
20220129_075713_SHELL_M55_6320427318,4.5247969,0.0,0.0,0.0
20220129_075741_SHELL_M55_6320427318,3.3803808,0.0,0.0,0.0
20220129_075809_SHELL_M55_6320427318,1.0539594,0.0,0.0,0.0
20220129_081511_SHELL_M55_6320427695,16.1784524,0.0,0.0,0.0
20220129_081545_SHELL_M55_6320427695,12.4428356,2.51e-05,0.0,0.0
20220129_081619_SHELL_M55_6320427695,3.8295006,0.0,0.0004569,0.0
20220129_081647_SHELL_M55_6320427695,2.8618623,0.0,0.0,0.0
20220129_081931_SHELL_M55_6320427695,0.8963776999999999,0.0,0.0,0.0
20220129_085227_SHELL_M55_6330431017,8.0766272,0.0,0.0,0.0
20220129_085251_SHELL_M55_6330431017,21.1974638,0.0,0.0,0.0
20220129_085315_SHELL_M55_6330431017,3.642883,0.0035715,0.0003571,0.0
20220129_085333_SHELL_M55_6330431017,2.4206262,0.0,0.0,0.0
20220129_085351_SHELL_M55_6330431017,1.0095186,0.0,0.0,0.0
20220129_090537_SHELL_M55_6320427800,15.5719416,0.0,0.0,0.0
20220129_090601_SHELL_M55_6320427800,10.3195818,0.0,0.0,0.0
20220129_090625_SHELL_M55_6320427800,5.0001261,0.0003536,0.0,0.0
20220129_090643_SHELL_M55_6320427800,2.6447353,0.0,0.0,0.0
20220129_090701_SHELL_M55_6320427800,1.0123746,0.0,0.0,0.0
20220129_091813_SHELL_M55_6320427805,8.8010185,0.0,0.0,0.0
20220129_091837_SHELL_M55_6320427805,23.6960096,0.0,0.0,0.0
20220129_091901_SHELL_M55_6320427805,6.5443146,0.0,0.0,0.0
20220129_091919_SHELL_M55_6320427805,3.5920397,0.0,0.0,0.0
20220129_091937_SHELL_M55_6320427805,1.8429188,0.0,0.0,0.0
20220129_093137_SHELL_M55_6320427345,18.0809209,0.0,0.0,0.0
20220129_093201_SHELL_M55_6320427345,15.4304181,0.0,0.0,0.0
20220129_093225_SHELL_M55_6320427345,4.4961283,0.0,0.0,0.0
20220129_093243_SHELL_M55_6320427345,2.5269203,0.0,0.0,0.0
20220129_093301_SHELL_M55_6320427345,2.4687566,0.0,0.0,0.0
20220129_094417_SHELL_M55_6330431476,10.0927615,0.0,0.0,0.0
20220129_094441_SHELL_M55_6330431476,15.9353186,0.0,0.0,0.0
20220129_094505_SHELL_M55_6330431476,5.9780962,0.0,0.0,0.0
20220129_094523_SHELL_M55_6330431476,3.6047426,0.0,0.0,0.0
20220129_094541_SHELL_M55_6330431476,1.5199493,0.0,0.0,0.0
20220129_095722_SHELL_M55_6320427435,11.4289769,0.0,0.0,0.0
20220129_095745_SHELL_M55_6320427435,6.808756,0.0,0.0,0.0
20220129_095809_SHELL_M55_6320427435,5.310301,0.0,0.0004294,0.0
20220129_095827_SHELL_M55_6320427435,4.2206599,0.0,0.0,0.0
20220129_095845_SHELL_M55_6320427435,0.9328173,0.0,0.0,0.0
20220129_101012_SHELL_M55_6330431056,8.1977882,0.0,0.0,0.0
20220129_101036_SHELL_M55_6330431056,13.7191563,0.0,0.0,0.0
20220129_101100_SHELL_M55_6330431056,5.3082482,0.0,0.0008122,0.0
20220129_101118_SHELL_M55_6330431056,4.7339192,0.0,0.0,0.0
20220129_101135_SHELL_M55_6330431056,1.2446191,0.0,0.0,0.0
20220129_102308_SHELL_M55_6330432632,6.9935393999999995,0.0,0.0,0.0
20220129_102332_SHELL_M55_6330432632,17.2442079,0.0,0.0,0.0
20220129_102356_SHELL_M55_6330432632,4.4272586,0.0,0.0,0.0
20220129_102708_SHELL_M55_6330432632,3.9545174,0.0,0.0,0.0
20220129_102726_SHELL_M55_6330432632,1.6001717,0.0,0.0,0.0
20220129_104151_SHELL_M55_6320427265,10.7844426,0.0,0.0,0.0
20220129_104215_SHELL_M55_6320427265,3.9157707000000004,0.0,0.0,0.0
20220129_104326_SHELL_M55_6320427265,3.1296696,0.0,0.0026903,0.0
20220129_104344_SHELL_M55_6320427265,3.6939409999999997,0.0,0.0,0.0
20220129_104401_SHELL_M55_6320427265,0.9444909,0.0,0.0,0.0
20220129_105905_SHELL_M55_6320427389,7.1479541,0.0,0.0,0.0
20220129_105929_SHELL_M55_6320427389,15.4233676,0.0,0.0,0.0
20220129_105953_SHELL_M55_6320427389,4.3573502,0.0019446,0.0,0.0
20220129_110011_SHELL_M55_6320427389,4.8234518,0.0,0.0,0.0
20220129_110029_SHELL_M55_6320427389,1.183604,0.0,0.0,0.0
20220129_111209_SHELL_M55_6320427701,8.5483665,0.0,0.0,0.0
20220129_111232_SHELL_M55_6320427701,14.0522386,0.0,0.0,0.0
20220129_111256_SHELL_M55_6320427701,4.8526403,0.0,0.0,0.0
20220129_111314_SHELL_M55_6320427701,3.9455261999999998,0.0,0.0,0.0
20220129_111332_SHELL_M55_6320427701,0.9205748,0.0,0.0,0.0
20220129_112438_SHELL_M55_6320427696,12.4967788,0.0,0.0,0.0
20220129_112501_SHELL_M55_6320427696,18.7891041,0.0,0.0,0.0
20220129_112525_SHELL_M55_6320427696,1.9874483,0.0,0.0,0.0
20220129_112543_SHELL_M55_6320427696,4.6110657,0.0,0.0,0.0
20220129_112601_SHELL_M55_6320427696,0.7765483,0.0,0.0,0.0
20220129_114153_SHELL_M55_6320427327,12.3730188,0.0,0.0,0.0
20220129_114216_SHELL_M55_6320427327,14.4196149,0.0,0.0,0.0
20220129_114240_SHELL_M55_6320427327,4.914213,0.0,0.0,0.0
20220129_114257_SHELL_M55_6320427327,5.2272078,0.0,0.0,0.0
20220129_114315_SHELL_M55_6320427327,0.9498252,0.0,0.0,0.0
20220129_115505_SHELL_M55_6320427667,5.7296484,0.0,0.0,0.0
20220129_115529_SHELL_M55_6320427667,6.6054361,7.5e-05,0.0,0.0
20220129_115552_SHELL_M55_6320427667,2.4850745,0.0,0.0021828999999999998,0.0
20220129_115610_SHELL_M55_6320427667,4.4037426,0.0,0.0,0.0
20220129_115627_SHELL_M55_6320427667,0.9703048000000001,0.0,0.0,0.0
20220129_120748_SHELL_M55_6330431067,15.7518268,0.0,0.0,0.0
20220129_120812_SHELL_M55_6330431067,10.9546199,0.0,0.0,0.0
20220129_120835_SHELL_M55_6330431067,4.2245937,0.0,0.0009899,0.0
20220129_120853_SHELL_M55_6330431067,2.5581633,0.0,0.0,0.0
20220129_120910_SHELL_M55_6330431067,1.1583501,0.0,0.0,0.0
20220129_122146_SHELL_M55_6320427222,14.2132768,0.0,0.0,0.0
20220129_122210_SHELL_M55_6320427222,24.1263954,0.0,0.0,0.0
20220129_122233_SHELL_M55_6320427222,4.5708238,0.0,0.0,0.0
20220129_122250_SHELL_M55_6320427222,2.0707907,0.0,0.0,0.0
20220129_122308_SHELL_M55_6320427222,1.2801012999999999,0.0,0.0,0.0
20220129_123707_SHELL_M55_6330430954,13.5406114,0.0,0.0,0.0
20220129_123732_SHELL_M55_6330430954,17.9379113,0.0,0.0,0.0
20220129_123756_SHELL_M55_6330430954,3.8570918,0.0022959,0.0,0.0
20220129_123814_SHELL_M55_6330430954,2.5293113,0.0,0.0,0.0
20220129_123833_SHELL_M55_6330430954,1.5657615,0.0,0.0,0.0
20220129_125019_SHELL_M55_6320427699,9.2614511,0.0,0.0,0.0
20220129_125044_SHELL_M55_6320427699,12.7100028,0.003081,0.0,0.0
20220129_125108_SHELL_M55_6320427699,4.3437633,0.0020204,0.0027527,0.0
20220129_125127_SHELL_M55_6320427699,3.8007611,0.0005076,0.0,0.0
20220129_125145_SHELL_M55_6320427699,0.79453,0.0,0.0,0.0
20220129_130414_SHELL_M55_6330431483,10.7465011,0.0,0.0,0.0
20220129_130438_SHELL_M55_6330431483,19.918983100000002,0.0,0.0,0.0
20220129_130502_SHELL_M55_6330431483,3.6244665,0.0001263,0.0030305,0.0
20220129_130521_SHELL_M55_6330431483,4.09,0.0,0.0,0.0
20220129_130539_SHELL_M55_6330431483,0.6136069,0.0,0.0,0.0
20220129_131714_SHELL_M55_6330431025,12.6311792,0.0,0.0,0.0
20220129_131738_SHELL_M55_6330431025,17.1306133,0.0,0.0,0.0
20220129_131803_SHELL_M55_6330431025,4.7145238,0.0,0.0,0.0
20220129_131821_SHELL_M55_6330431025,4.5044415,0.0,0.0,0.0
20220129_131840_SHELL_M55_6330431025,1.1523097,0.0,0.0,0.0
20220129_133007_SHELL_M55_6320427393,12.3831781,0.0,0.0,0.0
20220129_133228_SHELL_M55_6320427393,12.2333426,0.0,0.0,0.0
20220129_133252_SHELL_M55_6320427393,3.0507106,0.000202,0.0078542,0.0
20220129_133310_SHELL_M55_6320427393,4.4471573,0.0015736,0.0,0.0
20220129_133328_SHELL_M55_6320427393,0.7990462,0.0,0.0,0.0
20220129_135521_SHELL_M55_6330431055,10.8351173,0.0,0.0,0.0
20220129_135601_SHELL_M55_6330431055,16.110514,0.0,0.0,0.0
20220129_135639_SHELL_M55_6330431055,6.2216752,0.0,0.0088071,0.0
20220129_135733_SHELL_M55_6330431055,3.7946956,0.0,0.0,0.0
20220129_135809_SHELL_M55_6330431055,1.4753556,0.0,0.0,0.0
20220129_141243_SHELL_M55_6320427792,10.0778535,0.0,0.0,0.0
20220129_141305_SHELL_M55_6320427792,12.1930943,0.0007251,0.0,0.0
20220129_141326_SHELL_M55_6320427792,3.5366314,0.0,0.0003283,0.0
20220129_141342_SHELL_M55_6320427792,4.4318274,0.0,0.0,0.0
20220129_141358_SHELL_M55_6320427792,0.6358122,0.0,0.0,0.0
20220129_143411_SHELL_M55_6320427725,8.9546607,0.0,0.0,0.0
20220129_143432_SHELL_M55_6320427725,12.4436152,0.0,0.0,0.0
20220129_143453_SHELL_M55_6320427725,2.7435171,2.5e-05,5e-05,2.5e-05
20220129_143509_SHELL_M55_6320427725,3.9284287,0.0,0.0,0.0
20220129_143524_SHELL_M55_6320427725,0.6037325,0.0,0.0,0.0
20220129_145151_SHELL_M55_6320427225,6.6329039,0.0,0.0,0.0
20220129_145333_SHELL_M55_6320427225,21.079374,5.05e-05,0.0,0.0
20220129_145354_SHELL_M55_6320427225,5.1374619,0.0,0.0,0.0
20220129_145410_SHELL_M55_6320427225,3.6887561,0.0,0.0,0.0
20220129_145426_SHELL_M55_6320427225,1.3532993,0.0,0.0,0.0
20220129_150735_SHELL_M55_6330431068,10.8291633,0.0,0.0,0.0
20220129_150757_SHELL_M55_6330431068,4.6989498,0.0,0.0,0.0
20220129_150818_SHELL_M55_6330431068,3.2398919,0.0,0.0,0.0
20220129_150834_SHELL_M55_6330431068,3.1147714,0.0,0.0,0.0
20220129_150849_SHELL_M55_6330431068,0.7744778,0.0,0.0,0.0
20220129_152050_SHELL_M55_6320427669,16.9662911,0.0,0.0,0.0
20220129_152112_SHELL_M55_6320427669,21.7620428,0.0,0.0,0.0
20220129_152133_SHELL_M55_6320427669,3.8985968,0.0,0.0,0.0
20220129_152149_SHELL_M55_6320427669,5.0516497,0.0,0.0,0.0
20220129_152205_SHELL_M55_6320427669,1.341675,0.0,0.0,0.0
20220129_153340_SHELL_M55_6330431486,14.9562387,0.0,0.0,0.0
20220129_153401_SHELL_M55_6330431486,13.5373421,0.0,0.0,0.0
20220129_153423_SHELL_M55_6330431486,4.6840665999999995,0.0,0.0,0.0
20220129_153439_SHELL_M55_6330431486,4.1836296,0.0,0.0,0.0
20220129_153454_SHELL_M55_6330431486,0.7651086,0.0,0.0,0.0
20220129_154545_SHELL_M55_6330431283,8.0367137,0.0003052,0.0,0.0
20220129_154606_SHELL_M55_6330431283,21.4434339,0.0,0.0,0.0
20220129_154628_SHELL_M55_6330431283,3.4980206000000003,0.0001269,0.0,0.0
20220129_154644_SHELL_M55_6330431283,3.5715992,0.0,0.0,0.0
20220129_154700_SHELL_M55_6330431283,1.4043908,0.0,0.0,0.0
20220129_155827_SHELL_M55_6330430955,17.5525258,0.0,0.0,0.0
20220129_155848_SHELL_M55_6330430955,17.8724874,0.0,0.0,0.0
20220129_155910_SHELL_M55_6330430955,5.6725124,0.0,0.0,0.0
20220129_155925_SHELL_M55_6330430955,3.275939,0.0,0.0,0.0
20220129_155941_SHELL_M55_6330430955,1.628122,0.0,0.0,0.0
20220129_161050_SHELL_M55_6330431477,3.7155888,0.0,0.0,0.0
20220129_161112_SHELL_M55_6330431477,4.7171717,0.0,0.0,0.0
20220129_161133_SHELL_M55_6330431477,3.69,0.0,0.0006345,0.0
20220129_161149_SHELL_M55_6330431477,4.0968274,0.0,0.0,0.0
20220129_161205_SHELL_M55_6330431477,0.7486801,0.0,0.0,0.0
20220129_162433_SHELL_M55_6320427391,7.2007182,0.0,0.0,0.0
20220129_162554_SHELL_M55_6320427391,12.8202673,0.0,0.0,0.0
20220129_162616_SHELL_M55_6320427391,3.4784703,0.0021971,0.0,0.0
20220129_162703_SHELL_M55_6320427391,3.2921574000000002,0.0,0.0,0.0
20220129_162718_SHELL_M55_6320427391,0.921751,0.0,0.0,0.0
20220129_164315_SHELL_M55_6320427263,10.0576881,0.0,0.0,0.0
20220129_164337_SHELL_M55_6320427263,20.8402591,0.0,0.0,0.0
20220129_164358_SHELL_M55_6320427263,4.6548221,0.0010859,0.0,0.0
20220129_164414_SHELL_M55_6320427263,3.0655867,0.0,0.0,0.0
20220129_164429_SHELL_M55_6320427263,0.7706112,0.0,0.0,0.0
20220129_165510_SHELL_M55_6320427550,10.3456039,0.0,0.0,0.0
20220129_165531_SHELL_M55_6320427550,14.6128946,0.0,0.0,0.0
20220129_165553_SHELL_M55_6320427550,4.5442638,0.0,0.0002792,0.0
20220129_165728_SHELL_M55_6320427550,3.747132,0.0,0.0,0.0
20220129_165743_SHELL_M55_6320427550,0.5358671,0.0,0.0,0.0
20220129_171014_SHELL_M55_6320427223,5.0765535999999996,0.0,0.0,0.0
20220129_171036_SHELL_M55_6320427223,15.6007268,0.0,0.0,0.0
20220129_171057_SHELL_M55_6320427223,3.6113704,0.0,0.0,0.0
20220129_171113_SHELL_M55_6320427223,2.4899866999999998,0.0,0.0,0.0
20220129_171128_SHELL_M55_6320427223,0.9397461,0.0,0.0,0.0
20220129_172301_SHELL_M55_6320427396,6.624799,0.0,0.0,0.0
20220129_172611_SHELL_M55_6320427396,16.0408519,0.0,0.0,0.0
20220129_172633_SHELL_M55_6320427396,3.3053764,0.0,2.53e-05,0.0
20220129_172648_SHELL_M55_6320427396,4.4011675,0.0,0.0,0.0
20220129_172704_SHELL_M55_6320427396,0.8230967,0.0,0.0,0.0
20220129_173739_SHELL_M55_6320427387,16.8454334,0.0,0.0,0.0
20220129_173801_SHELL_M55_6320427387,16.633348,0.0,0.0,0.0
20220129_173823_SHELL_M55_6320427387,1.7929945999999999,0.0,0.0180203,0.0
20220129_173838_SHELL_M55_6320427387,3.3761446999999998,0.0,0.0,0.0
20220129_173854_SHELL_M55_6320427387,0.9458122,0.0,0.0,0.0
20220129_174918_SHELL_M55_6320427697,14.631627,0.0,0.0,0.0
20220129_174939_SHELL_M55_6320427697,16.8552355,0.0,0.0,0.0
20220129_175305_SHELL_M55_6320427697,2.712551,0.0,0.0,0.0
20220129_175321_SHELL_M55_6320427697,4.206193,0.0,0.0,0.0
20220129_175337_SHELL_M55_6320427697,0.8159893,0.0,0.0,0.0
20220129_180404_SHELL_M55_6330431065,10.8062296,0.0,0.0,0.0
20220129_180425_SHELL_M55_6330431065,14.1772603,0.0,0.0,0.0
20220129_180447_SHELL_M55_6330431065,4.1961673,0.0,0.0,0.0
20220129_180502_SHELL_M55_6330431065,3.6023773,0.0,0.0,0.0
20220129_180518_SHELL_M55_6330431065,1.2754821,0.0,0.0,0.0
20220129_181540_SHELL_M55_6320427399,7.4654049,0.0,0.0,0.0
20220129_181601_SHELL_M55_6320427399,10.9024309,0.0,0.0,0.0
20220129_181622_SHELL_M55_6320427399,5.1408121,0.0,0.007868,0.0
20220129_181637_SHELL_M55_6320427399,4.3255332,0.0,0.0,0.0
20220129_181653_SHELL_M55_6320427399,0.6147434,0.0,0.0,0.0
20220129_182744_SHELL_M55_6320427264,18.5371247,0.0,0.0,0.0
20220129_182805_SHELL_M55_6320427264,23.8432681,0.0,0.0,0.0
20220129_182826_SHELL_M55_6320427264,2.9051695,0.001793,0.0004041,0.0
20220129_182842_SHELL_M55_6320427264,3.9703006,0.0,0.0,0.0
20220129_182858_SHELL_M55_6320427264,0.7810913,0.0,0.0,0.0
20220129_183911_SHELL_M55_6320427262,7.982033,0.0,0.0,0.0
20220129_183933_SHELL_M55_6320427262,17.3639617,0.0,0.0,0.0
20220129_183954_SHELL_M55_6320427262,4.0493368,0.0,0.0,0.0
20220129_184010_SHELL_M55_6320427262,4.268808,0.0,0.0,0.0
20220129_184025_SHELL_M55_6320427262,1.8903704,0.0,0.0,0.0
20220129_185025_SHELL_M55_6320427226,0.0493468,0.0,0.0,0.0
20220129_185047_SHELL_M55_6320427226,9.2721746,0.0,0.0,0.0
20220129_185108_SHELL_M55_6320427226,2.6047681,0.0008587,0.0,0.0
20220129_185130_SHELL_M55_6320427226,3.4215472,0.0,0.0,0.0
20220129_185146_SHELL_M55_6320427226,4.0757615,0.0,0.0,0.0
20220129_185201_SHELL_M55_6320427226,0.8907615,0.0,0.0,0.0
20220129_190219_SHELL_M55_6330431061,13.9054083,0.0,0.0,0.0
20220129_190240_SHELL_M55_6330431061,13.7981218,0.0048477,0.0,0.0
20220129_190302_SHELL_M55_6330431061,6.249797,0.0,0.0,0.0
20220129_190317_SHELL_M55_6330431061,3.3699776,0.0,0.0,0.0
20220129_190555_SHELL_M55_6330431061,1.6724884,0.0,0.0,0.0
20220129_191628_SHELL_M55_6320427397,14.3791893,0.0,0.0,0.0
20220129_191650_SHELL_M55_6320427397,17.4960219,0.0,0.0,0.0
20220129_191711_SHELL_M55_6320427397,3.3603807,0.0,0.0006091,0.0
20220129_191727_SHELL_M55_6320427397,3.9917767,0.0,0.0,0.0
20220129_191743_SHELL_M55_6320427397,0.5991625,0.0,0.0,0.0
20220129_192807_SHELL_M55_6320427427,12.827095,0.0,0.0,0.0
20220129_192828_SHELL_M55_6320427427,18.1360451,0.0,0.0,0.0
20220129_192850_SHELL_M55_6320427427,2.4040305,0.0,0.0003316,0.0
20220129_192905_SHELL_M55_6320427427,3.5181238,0.0,0.0,0.0
20220129_192921_SHELL_M55_6320427427,1.5314468,0.0,0.0,0.0
20220129_193942_SHELL_M55_6320427313,3.6173942,0.0,0.0,0.0
20220129_194003_SHELL_M55_6320427313,15.258894,0.0,0.0,0.0
20220129_194025_SHELL_M55_6320427313,4.2494134,0.0,0.0002296,0.0
20220129_194040_SHELL_M55_6320427313,3.3430964,0.0,0.0,0.0
20220129_194056_SHELL_M55_6320427313,1.3572744,0.0,0.0,0.0
20220129_195156_SHELL_M55_6330431032,10.9801215,0.0,0.0,0.0
20220129_195217_SHELL_M55_6330431032,15.2411794,0.0,0.0,0.0
20220129_195239_SHELL_M55_6330431032,2.914388,0.0,0.0,0.0
20220129_195254_SHELL_M55_6330431032,2.199337,0.0,0.0,0.0
20220129_195310_SHELL_M55_6330431032,1.3775792,0.0,0.0,0.0
20220129_200336_SHELL_M55_6330431022,16.7991318,0.0002113,0.0,0.0
20220129_200358_SHELL_M55_6330431022,14.6237991,0.0,0.0,0.0
20220129_200419_SHELL_M55_6330431022,4.5065032,0.0,0.0018688,0.0
20220129_200435_SHELL_M55_6330431022,4.184029,0.0,0.0,0.0
20220129_200451_SHELL_M55_6330431022,0.8315227,0.0,0.0,0.0
20220129_201508_SHELL_M55_6320427224,16.4283321,0.0,0.0,0.0
20220129_201606_SHELL_M55_6320427224,2.261043,0.0090708,0.0,0.0001759
20220129_201627_SHELL_M55_6320427224,2.7813011,0.0,0.0004847,0.0
20220129_201643_SHELL_M55_6320427224,1.9188751,0.0023606,0.0,0.0
20220129_201659_SHELL_M55_6320427224,1.1490103,0.0,0.0,0.0
20220129_202717_SHELL_M55_6330431027,11.3695739,0.0,0.0,0.0
20220129_202739_SHELL_M55_6330431027,10.489274,5e-05,0.0,0.0
20220129_202800_SHELL_M55_6330431027,4.4905422,0.0,0.0022729,0.0
20220129_202816_SHELL_M55_6330431027,2.2927547,0.0,0.0,0.0
20220129_202832_SHELL_M55_6330431027,0.9758374,0.0,0.0,0.0
20231011_122900_SHELL_M55_6320427320,8.6204262,0.0007549,0.0,0.0
20231011_122928_SHELL_M55_6320427320,19.5199883,0.0,0.0,0.0
20231011_122957_SHELL_M55_6320427320,2.3319231,0.0,0.0017179,5.13e-05
20231011_123020_SHELL_M55_6320427320,2.0621826,0.0,0.0,0.0
20231011_123043_SHELL_M55_6320427320,0.6300735,0.0,0.0,0.0
20231011_124728_SHELL_M55_6320427254,12.3521334,0.0,0.0,0.0
20231011_124757_SHELL_M55_6320427254,19.641568499999998,0.0,0.0,0.0
20231011_124825_SHELL_M55_6320427254,1.8690564,0.0,0.0009842000000000002,0.0
20231011_124848_SHELL_M55_6320427254,1.5451934,0.0,0.0,0.0
20231011_124911_SHELL_M55_6320427254,0.33307559999999997,0.0,0.0,0.0
